수질측정망 현황,,,,,,,,,,,,,,
측정소명,구분,조사년월,수온(℃),pH,DO(㎎/L),BOD(㎎/L),TOC(㎎/L),SS(㎎/L),총인(T-P)(㎎/L),총질소(T-N)(㎎/L),총대장균군수(총대장균군수),분원성대장균군(㎎/L),수질통합지수 등급,조사기관
진관천,소하천,20220501,,,,,,,,,,,,서울시보건환경연구원
청계천1,지천,20220501,18.3,7.8,9.7,0.6,1.3,0.5,0.011,2.087,4,0,,서울시보건환경연구원
청계천2,지천,20220501,19.1,7.5,9.7,0.8,1.3,2,0.016,1.969,600,500,,서울시보건환경연구원
청계천3,지천,20220501,22.7,8.4,10.2,2.4,1.7,66.5,0.111,1.971,320,110,,서울시보건환경연구원
탄천6,지천,20220501,21.8,7,6.8,5.7,4.4,5.2,0.071,8.24,16000,12000,,서울시보건환경연구원
뚝도,한강본류,20220501,19.1,7.5,8.6,1.1,2.3,2.2,0.039,3.279,11000,240,,한강유역환경청
목감천1,지천,20220501,24.4,7.6,7,4,4.9,36.1,0.246,7.41,300000,130000,,서울시보건환경연구원
묵동천,지천,20220501,22.5,7.28,10.97,0.8,3,2.2,0.021,7.271,2200,670,78(좋음),서울시보건환경연구원
반포천a,지천,20220501,21,7.5,10,1.6,2.6,2.1,0.091,4.182,57000,36000,70(좋음),서울시보건환경연구원
반포천b,지천,20220501,20.9,7.7,10.2,1.5,2.6,3.3,0.082,4.078,58000,29000,70(좋음),서울시보건환경연구원
방학천,지천,20220501,18.7,8.24,12.52,1.1,3,0.7,0.015,8.018,16000,6200,68(보통),서울시보건환경연구원
백운천,소하천,20220501,12.1,8.4,10.8,0.5,0.71,0.1,0.018,2.311,190,40,95(매우 좋음),서울시보건환경연구원
보광,한강본류,20220501,19.1,7.5,8.7,1.1,2.6,3.6,0.045,3.428,7300,20,,한강유역환경청
불광천a,지천,20220501,20.8,7.74,10.51,2.7,1.4,0.6,0.063,8.412,21000,4400,68(보통),서울시보건환경연구원
불광천b,지천,20220501,21.5,7.99,11.35,2.8,2.2,2.7,0.07,8.405,4000,2500,68(보통),서울시보건환경연구원
불광천c,지천,20220501,21.4,8.69,6.96,2.8,2.5,11.9,0.051,4.155,14000,5000,70(좋음),서울시보건환경연구원
성내천,지천,20220501,21.2,7.4,5.8,2.9,2.2,64.4,0.206,2.201,2700,2400,,서울시보건환경연구원
성내천a,지천,20220501,22.4,8.3,9.1,0.6,1.7,36.9,0.054,2.256,1200,1000,75(좋음),서울시보건환경연구원
성북천,지천,20220501,18.9,7.2,11.3,1.9,1.4,2.4,0.021,3.052,12000,2600,,서울시보건환경연구원
세곡천a,지천,20220501,21.3,7.4,7.1,5.4,3.1,28.8,0.255,2.789,40000,10000,70(좋음),서울시보건환경연구원
세곡천b,지천,20220501,21.1,8.1,9.4,1.2,2.7,1.2,0.084,2.885,10000,1000,75(좋음),서울시보건환경연구원
안양천9,지천,20220501,23.1,7.7,7.1,8.3,9.1,22.4,0.289,8.314,11000,5000,,한강물환경 연구소
안양천10,지천,20220501,22.1,8,7,3.5,5.7,22.6,0.082,5.628,3000,500,,서울시보건환경연구원
안양천a,지천,20220501,,,,,,,,,,,,서울시보건환경연구원
안양천b,지천,20220501,,,,,,,,,,,,서울시보건환경연구원
안양천c,지천,20220501,18.5,7.38,6.37,4.1,5.673,27.2,0.065,7.062,11000,5500,68(보통),서울시보건환경연구원
암사,한강본류,20220501,18.7,7.7,9.6,0.3,2,3.2,0.019,2.147,2200,20,,한강유역환경청
평창1천,소하천,20220501,17.9,6.97,10.16,1.6,2.2,1.3,0.085,3.887,3500,2400,70(좋음),서울시보건환경연구원
홍제천,지천,20220501,24.6,8.4,12,2,2.2,7.3,0.026,4.582,400,100,,서울시보건환경연구원
홍제천a,지천,20220501,,,,,,,,,,,,서울시보건환경연구원
홍제천b,지천,20220501,,,,,,,,,,,,서울시보건환경연구원
홍제천c,지천,20220501,,,,,,,,,,,,서울시보건환경연구원
홍제천d,지천,20220501,16.7,9.05,10.92,1,1.3,4.8,0.009,5.941,1600,1000,73(좋음),서울시보건환경연구원
화계천,지천,20220501,11.7,7.8,8.6,0.8,1.533,0.1,0.013,2.05,200,17,95(매우 좋음),서울시보건환경연구원
가양,한강본류,20220501,20.5,7.7,8.9,1.7,2.9,16.5,0.08,4.033,16680,443,,한강유역환경청
가오천,지천,20220501,12.2,7.7,8.7,0.2,0.671,0.8,0.034,3.348,200,50,93(매우 좋음),서울시보건환경연구원
감이천,지천,20220501,21.5,8.8,12.5,1.5,2.8,4.3,0.073,1.87,32000,13000,73(좋음),서울시보건환경연구원
고덕천,지천,20220501,16.3,7.8,10.9,1,1.56,1,0.082,2.687,11000,5200,73(좋음),서울시보건환경연구원
고덕천b,지천,20220501,15.6,7.5,6.7,1.2,2.089,3.9,0.094,2.726,13000,8400,73(좋음),서울시보건환경연구원
구의,한강본류,20220501,19.8,8.5,9.8,1.2,2.7,3.1,0.017,1.965,10,0,,한강물환경 연구소
노량진,한강본류,20220501,21,7.9,8.5,2,4,7.4,0.059,4.02,92,24,,한강물환경 연구소
당현천,지천,20220501,23,7.26,10.04,0.3,3,0.7,0.012,9.28,800,560,75(좋음),서울시보건환경연구원
대동천,지천,20220501,12.3,8,10.2,0.4,0.641,0.1,0.008,2.089,450,82,93(매우 좋음),서울시보건환경연구원
도림천,지천,20220501,21.9,8.2,10.1,1.9,2.4,5.3,0.064,3.065,2000,500,,서울시보건환경연구원
도림천a,지천,20220501,19.8,7.8,6.5,0.4,2.1,11.1,0.071,3.556,700,200,88(좋음),서울시보건환경연구원
도림천b,지천,20220501,20.7,8.95,10.32,0.7,2.1,6.1,0.053,3.132,4800,3200,73(좋음),서울시보건환경연구원
도림천c,지천,20220501,17,9.45,6.47,5.4,3.563,1,0.104,2.392,4300,3200,70(좋음),서울시보건환경연구원
도봉천,지천,20220501,20.1,7.39,10.28,1.2,3.2,0.5,0.014,8.977,1800,1000,68(보통),서울시보건환경연구원
홍제천c,지천,20220401,11.9,8.48,9.61,1.8,2,5.6,0.039,8.418,590,200,83(좋음),서울시보건환경연구원
홍제천d,지천,20220401,14.3,9.12,11.8,1.7,1.5,2.9,0.02,6.584,800,360,83(좋음),서울시보건환경연구원
화계천,지천,20220401,11.2,7.7,9.7,0.3,1.2,0.1,0.015,2.477,430,140,90(매우 좋음),서울시보건환경연구원
가양,한강본류,20220401,16.6,8,11.5,2.3,2.8,11.7,0.044,4.292,5875,325,,한강유역환경청
가오천,지천,20220401,10.6,7.6,9.1,0.4,0.9,0.2,0.019,2.91,1000,400,83(좋음),서울시보건환경연구원
감이천,지천,20220401,12.1,7.5,4.5,16.3,5.9,15,0.378,4.705,11000000,7400000,65(보통),서울시보건환경연구원
고덕천,지천,20220401,12.5,8.1,13.7,1.6,1.9,1.4,0.083,3.226,7800,990,78(좋음),서울시보건환경연구원
고덕천b,지천,20220401,11.6,7.7,9.2,1.8,2.1,4,0.062,2.953,26000,800,78(좋음),서울시보건환경연구원
구의,한강본류,20220401,14.6,8.6,11,1.9,2.6,7.7,0.025,2.423,100,0,,한강물환경 연구소
노량진,한강본류,20220401,15.6,8.1,10.4,3.2,3.5,9.4,0.066,4.255,905,165,,한강물환경 연구소
당현천,지천,20220401,21.1,7.3,8.09,3.3,3.666,0.5,0.017,10.365,7100,890,70(좋음),서울시보건환경연구원
대동천,지천,20220401,9.6,7.8,10.9,0.5,0.7,0.1,0.012,2.467,470,190,90(매우 좋음),서울시보건환경연구원
도림천,지천,20220401,13.4,8.2,12,1.9,2.4,8.3,0.073,3.483,3500,650,,서울시보건환경연구원
도림천a,지천,20220401,12.5,7.69,8.73,1.4,2.3,14.8,0.048,3.708,6600,4100,73(좋음),서울시보건환경연구원
도림천b,지천,20220401,15.2,9.12,13.02,1.4,2.1,5.8,0.062,3.526,1300,60,93(매우 좋음),서울시보건환경연구원
도림천c,지천,20220401,12.8,9.45,7.01,3.3,2.7,16.9,0.073,2.578,10000,910,78(좋음),서울시보건환경연구원
도봉천,지천,20220401,18.6,7.29,10.26,0.8,3.1,0.6,0.014,8.322,8000,3300,68(보통),서울시보건환경연구원
뚝도,한강본류,20220401,15.1,7.9,10.6,1.2,2.6,13.6,0.043,2.994,7200,360,,한강유역환경청
목감천1,지천,20220401,17.6,9.8,5,8.2,12.4,6.583,0.152,4.7,7.7,500000,17000,서울시보건환경연구원
묵동천,지천,20220401,24.1,7.22,9.09,1.6,3.598,4.9,0.026,9.277,700,570,73(좋음),서울시보건환경연구원
반포천a,지천,20220401,18.2,8,8.9,3.1,2.8,14.3,0.064,4.386,13000,10000,70(좋음),서울시보건환경연구원
반포천b,지천,20220401,18.2,7.9,9,3.6,2.8,19.9,0.066,4.391,6100,6000,70(좋음),서울시보건환경연구원
방학천,지천,20220401,17.7,8.42,13.46,0.8,3,0.6,0.013,7.677,5000,2300,68(보통),서울시보건환경연구원
백운천,소하천,20220401,10.4,8.1,11.2,0.4,0.6,0.1,0.024,2.097,350,51,93(매우 좋음),서울시보건환경연구원
보광,한강본류,20220401,15.5,7.6,10.3,1,3,14,0.043,4.067,19000,1200,,한강유역환경청
불광천a,지천,20220401,,,,,,,,,,,,서울시보건환경연구원
불광천b,지천,20220401,,,,,,,,,,,,서울시보건환경연구원
불광천c,지천,20220401,17.3,8.79,5.81,6.1,2.6,6.6,0.156,5.003,2000,360,83(좋음),서울시보건환경연구원
성내천,지천,20220401,13.9,7.6,8.1,2,2.1,49.3,0.035,2.835,5600,750,,서울시보건환경연구원
성내천a,지천,20220401,12.9,8,10.3,1.9,1.8,16.1,0.025,2.974,17000,9900,73(좋음),서울시보건환경연구원
성북천,지천,20220401,13.4,6.4,10.1,0.6,1.3,1.2,0.016,4.097,2300,80,,서울시보건환경연구원
세곡천a,지천,20220401,22,8,7.6,4.2,3.3,17.6,0.281,2.956,16000,11000,68(보통),서울시보건환경연구원
세곡천b,지천,20220401,18.9,8.4,18.2,2.3,3.5,11.2,0.076,1.817,5000,1000,73(좋음),서울시보건환경연구원
안양천9,지천,20220401,17,7.9,7.3,11.7,19.4,9.439,0.179,7.6,7.6,71000,31000,한강물환경 연구소
안양천10,지천,20220401,15.8,8.7,4.1,9,12.2,7.23,0.135,5.6,7.9,14000,3000,서울시보건환경연구원
안양천a,지천,20220401,22.2,7,12.3,3.4,6.9,7.4,0.066,8.111,17000,10000,63(보통),서울시보건환경연구원
안양천b,지천,20220401,23.3,7.56,12.18,6,7.2,16.5,0.069,9.163,40000,11000,63(보통),서울시보건환경연구원
안양천c,지천,20220401,16.7,7.52,6.23,10.8,6.2,19.6,0.063,7.237,13000,9800,68(보통),서울시보건환경연구원
암사,한강본류,20220401,15.3,8.1,10.9,0.8,2,5.2,0.012,2.354,460,21,,한강유역환경청
양재천2,지천,20220401,14.4,8.8,1.4,5.6,15,6.596,0.047,3,7.2,3600,720,서울시보건환경연구원
양재천a,지천,20220401,16.8,7.6,8.1,7.9,4.1,35.6,0.17,11.364,30000,24000,65(보통),서울시보건환경연구원
여의천,지천,20220401,16.8,8.5,13.1,1.8,2.4,5.1,0.079,5.336,27000,8900,70(좋음),서울시보건환경연구원
영등포,한강본류,20220401,15.7,8.4,12,1.7,3.1,30.6,0.069,3.808,4700,470,,한강유역환경청
우이천,지천,20220401,17.3,8.5,13.6,0.4,1.8,8.4,0.019,4.781,1400,20,,서울시보건환경연구원
우이천a,지천,20220401,11.3,8.4,11.1,0.6,0.9,0.1,0.026,2.16,1400,530,80(좋음),서울시보건환경연구원
우이천b,지천,20220401,12.8,8.3,13.1,0.6,2.1,0.2,0.017,5.931,600,50,90(매우 좋음),서울시보건환경연구원
우이천c,지천,20220401,12.5,8.2,8.6,0.6,2,0.5,0.029,6.656,4600,1100,73(좋음),서울시보건환경연구원
원지천,소하천,20220401,20.6,8.2,9.3,7.4,4,17.7,0.157,10.479,37000,24000,65(보통),서울시보건환경연구원
인수천,소하천,20220401,10.7,8.1,11,0.5,0.8,0.1,0.016,2.277,2200,610,80(좋음),서울시보건환경연구원
잠실,한강본류,20220401,15.7,8.3,11,0.8,2.1,6.2,0.011,2.615,460,31,,한강유역환경청
정릉천,지천,20220401,12.9,6.9,11.4,0.4,1.1,1,0.017,5.802,34000,5000,,서울시보건환경연구원
정릉천a,지천,20220401,11.2,11.84,11.29,0.8,1.1,0.4,0.096,6.553,57000,2000,70(좋음),서울시보건환경연구원
중랑천5,지천,20220401,17.9,10.2,5.7,9.1,7.1,9.359,0.236,5.4,7.8,,,한강물환경 연구소
중랑천6,지천,20220401,17.5,12,1.8,6.8,5.9,8.482,0.266,4.3,7.3,15000,1900,서울시보건환경연구원
중랑천5,지천,20220401,15.6,8.9,1.4,6.1,20.5,7.376,0.232,3.6,7.4,3500,230,서울시보건환경연구원
중랑천6,지천,20220401,17.6,10.1,1.3,6.6,6.4,11.507,0.165,4.1,6.9,4800,650,서울시보건환경연구원
중랑천a,지천,20220401,16.9,8.1,9.48,5.9,4.6,18.6,0.071,6.699,700,240,83(좋음),서울시보건환경연구원
진관실개천,소하천,20220401,,,,,,,,,,,,서울시보건환경연구원
진관천,소하천,20220401,,,,,,,,,,,,서울시보건환경연구원
청계천1,지천,20220401,11.1,6.5,11.4,0.2,1.5,1.9,0.124,2.396,10,0,,서울시보건환경연구원
청계천2,지천,20220401,12,6.8,11,0.8,1.4,4.6,0.138,2.502,1900,80,,서울시보건환경연구원
청계천3,지천,20220401,15,8.3,11.4,1,1.6,7.1,0.098,2.618,700,21,,서울시보건환경연구원
탄천6,지천,20220401,16,5.7,17.6,9.9,15.8,10.01,0.194,5.4,6.9,690000,100000,서울시보건환경연구원
평창1천,소하천,20220401,10.3,6.97,12.19,1,1.3,0.6,0.027,5.11,220,70,90(매우 좋음),서울시보건환경연구원
홍제천,지천,20220401,16.3,8.2,15,0.9,1.8,6.5,0.021,5.533,300,20,,서울시보건환경연구원
홍제천a,지천,20220401,12.4,7.72,3.79,13,2.4,6.1,0.081,13.166,520,76,85(좋음),서울시보건환경연구원
홍제천b,지천,20220401,11.4,8.41,8.72,6.2,2.2,2.4,0.042,8.699,6400,3900,68(보통),서울시보건환경연구원
홍제천,지천,20220301,10.2,8.2,16.6,2.9,1.6,3.2,0.025,6.229,900,500,,서울시보건환경연구원
홍제천a,지천,20220301,10,7.81,4.06,10.2,2.2,8.3,0.121,11.14,550,200,83(좋음),서울시보건환경연구원
홍제천b,지천,20220301,8.5,8.43,9.16,10.7,2.2,2.8,0.039,9.997,5600,600,75(좋음),서울시보건환경연구원
가양,한강본류,20220301,9.1,7.5,11.7,1.4,2.6,8.1,0.055,5.118,16160,1702,,한강유역환경청
가오천,지천,20220301,5.5,7.7,12.2,1.1,0.8,0.1,0.009,3.199,1000,270,88(좋음),서울시보건환경연구원
감이천,지천,20220301,7.3,7.8,7.8,8.3,3.3,12.8,0.062,3.457,130000,46000,70(좋음),서울시보건환경연구원
고덕천,지천,20220301,8.7,7.7,12,1.1,1.3,1.2,0.06,3.819,11000,6400,70(좋음),서울시보건환경연구원
고덕천b,지천,20220301,8.6,7.7,10,2.1,2.2,2.9,0.089,3.59,18000,10000,73(좋음),서울시보건환경연구원
구의,한강본류,20220301,7.2,8.4,13,1.7,2.4,4.9,0.022,2.585,43,13,,한강물환경 연구소
노량진,한강본류,20220301,8.7,7.7,11.1,2.4,3.1,6.3,0.059,4.848,2451,551,,한강물환경 연구소
당현천,지천,20220301,13.7,7.93,13.46,1.9,2.9,0.4,0.019,10.097,220,170,85(좋음),서울시보건환경연구원
대동천,지천,20220301,5.8,7.9,12.3,1.4,0.6,0.1,0.005,2.751,420,160,90(매우 좋음),서울시보건환경연구원
도림천,지천,20220301,7.5,8.2,14.2,2.4,2.4,9.8,0.057,5.153,2000,200,,서울시보건환경연구원
도림천a,지천,20220301,9.9,7.42,6.56,2.2,2.5,5.8,0.053,4.759,3600,2500,70(좋음),서울시보건환경연구원
도림천b,지천,20220301,10.7,8.6,12.67,3.1,1.9,2.2,0.055,4.059,20000,9400,70(좋음),서울시보건환경연구원
도림천c,지천,20220301,5.1,9.9,15.36,7.6,3.7,11.8,0.178,3.599,3200,570,78(좋음),서울시보건환경연구원
도봉천,지천,20220301,10.8,7.51,11.78,1,2.2,1.2,0.013,5.768,4200,1200,73(좋음),서울시보건환경연구원
뚝도,한강본류,20220301,,,,,,,,,,,,한강유역환경청
목감천1,지천,20220301,11.7,7.8,12.1,4.2,4.6,9.4,0.141,7.991,55000,16000,,서울시보건환경연구원
묵동천,지천,20220301,11.6,8.11,11.39,1.9,2.8,0.9,0.02,8.763,10000,1200,70(좋음),서울시보건환경연구원
반포천a,지천,20220301,8.5,8.2,10.8,3.6,2.3,3.7,0.083,3.837,51000,33000,70(좋음),서울시보건환경연구원
반포천b,지천,20220301,8.1,8.1,10.5,3.7,2.4,4.1,0.101,3.887,30000,22000,70(좋음),서울시보건환경연구원
방학천,지천,20220301,13.1,7.87,11.91,0.8,2.2,0.2,0.014,7.48,5500,3600,70(좋음),서울시보건환경연구원
백운천,소하천,20220301,5.1,7.7,12.6,1.2,0.6,0.1,0.008,2.271,400,58,93(매우 좋음),서울시보건환경연구원
보광,한강본류,20220301,9.3,7.6,11.4,1.3,2.2,6.4,0.049,3.828,38000,3200,,한강유역환경청
불광천a,지천,20220301,12.2,7.46,10.47,3,1,1.2,0.064,7.381,3900,2600,70(좋음),서울시보건환경연구원
불광천b,지천,20220301,10.3,7.95,11.52,2.1,1.2,0.7,0.051,6.927,5800,2400,70(좋음),서울시보건환경연구원
불광천c,지천,20220301,11,8.68,11.13,4,2.4,4.7,0.059,5.862,20000,1000,73(좋음),서울시보건환경연구원
성내천,지천,20220301,6.9,8.4,11.5,2.2,2.1,10.6,0.019,2.968,5000,1300,,서울시보건환경연구원
성내천a,지천,20220301,,,,,,,,,,,,서울시보건환경연구원
성북천,지천,20220301,7.8,6.6,12,0.9,1.2,1.7,0.019,4.531,1600,800,,서울시보건환경연구원
세곡천a,지천,20220301,8.5,8.4,12.5,2.8,1.8,3.1,0.146,3.268,180000,6200,73(좋음),서울시보건환경연구원
세곡천b,지천,20220301,6.8,8.3,12.4,3.5,4.3,2.8,0.121,3.803,24000,6600,68(보통),서울시보건환경연구원
안양천9,지천,20220301,12.1,7.5,8.8,6.3,7.6,10.6,0.161,10.901,30000,5500,,한강물환경 연구소
안양천10,지천,20220301,10,8,10.8,5,7.4,14.2,0.108,10.643,5000,3000,,서울시보건환경연구원
안양천a,지천,20220301,15.8,6.82,9.6,2.5,6,5.7,0.099,7.819,49000,17000,65(보통),서울시보건환경연구원
안양천b,지천,20220301,15.4,7.2,9.99,3.9,5.9,22.7,0.055,7.619,55000,30000,65(보통),서울시보건환경연구원
안양천c,지천,20220301,12.8,7.25,6.63,6.4,5.7,8.1,0.124,6.419,380000,160000,68(보통),서울시보건환경연구원
암사,한강본류,20220301,8.8,7.9,11.4,1,1.5,8.2,0.021,2.355,620,9,,한강유역환경청
양재천2,지천,20220301,6.4,7.4,11.4,2.3,3.6,3.1,0.106,7.244,36000,7100,,서울시보건환경연구원
양재천a,지천,20220301,10,7.9,9.6,5.7,2.7,13.4,0.093,8.092,36000,14000,68(보통),서울시보건환경연구원
여의천,지천,20220301,9.8,8.7,13.3,1.6,1.8,2.5,0.038,5.211,5700,2600,70(좋음),서울시보건환경연구원
영등포,한강본류,20220301,9.6,7.6,11.1,1.4,2.4,6.8,0.053,4.015,23000,850,,한강유역환경청
우이천,지천,20220301,6.1,8.3,14,2,2.1,1.9,0.019,5.975,1000,60,,서울시보건환경연구원
우이천a,지천,20220301,6.1,8.1,12.2,1.3,0.8,0.1,0.009,2.555,1200,330,85(좋음),서울시보건환경연구원
홍제천c,지천,20220301,9,8.37,9.97,6.1,2.1,4.1,0.027,9.794,1000,60,88(좋음),서울시보건환경연구원
홍제천d,지천,20220301,11.1,8.81,14.52,0.9,1.3,3.1,0.016,5.647,7400,940,75(좋음),서울시보건환경연구원
화계천,지천,20220301,5.4,7.7,11.9,1.3,1,0,0.005,3.3,170,85,93(매우 좋음),서울시보건환경연구원
우이천b,지천,20220301,7.4,8.4,13.7,1.5,1.3,0.3,0.008,4.437,1400,700,75(좋음),서울시보건환경연구원
우이천c,지천,20220301,8.4,8.6,10.5,1.3,1.4,0.4,0.01,5.217,3800,2700,70(좋음),서울시보건환경연구원
원지천,소하천,20220301,9.2,8.7,12.2,5.1,2.6,11.1,0.069,7.127,19000,8500,70(좋음),서울시보건환경연구원
인수천,소하천,20220301,6.4,7.8,12,1.5,0.8,0.1,0.009,2.593,2100,1000,75(좋음),서울시보건환경연구원
잠실,한강본류,20220301,8.4,8.1,11.7,1.2,1.6,5.6,0.023,2.366,2700,120,,한강유역환경청
정릉천,지천,20220301,8,6.9,12,0.6,0.8,0.3,0.008,5.719,1600,1300,,서울시보건환경연구원
정릉천a,지천,20220301,8.4,11.8,12.23,1,1.1,0.5,0.101,5.849,5500,4600,70(좋음),서울시보건환경연구원
중랑천5,지천,20220301,13.1,7.6,10.7,4.8,4.9,7.7,0.266,9.454,,,,한강물환경 연구소
중랑천6,지천,20220301,12.8,7.4,11.7,2.5,4.6,20.9,0.154,10.343,13000,11000,,서울시보건환경연구원
중랑천5,지천,20220301,9.4,7.7,10.9,2.4,4,8.3,0.089,9.795,4000,820,,서울시보건환경연구원
중랑천6,지천,20220301,13.3,7.1,10.9,2.6,4.5,7.1,0.157,13.086,3100,800,,서울시보건환경연구원
중랑천a,지천,20220301,10.5,8.7,9.29,3.3,3.9,16.2,0.104,8.312,1300,180,83(좋음),서울시보건환경연구원
진관실개천,소하천,20220301,5.3,7.12,12.35,1.6,0.8,0.1,0.004,2.616,200,18,95(매우 좋음),서울시보건환경연구원
진관천,소하천,20220301,,,,,,,,,,,,서울시보건환경연구원
청계천1,지천,20220301,4.3,7.3,13.5,1.1,1.5,2.5,0.012,2.847,16,14,,서울시보건환경연구원
청계천2,지천,20220301,4.6,7,13.1,1.5,1.5,2.9,0.014,2.885,250,130,,서울시보건환경연구원
청계천3,지천,20220301,7.1,8.2,13.6,1.6,1.4,8.7,0.019,3.091,100,50,,서울시보건환경연구원
탄천6,지천,20220301,11.2,7,8.7,3.5,5.3,5.2,0.127,12.224,62000,58000,,서울시보건환경연구원
평창1천,소하천,20220301,4.2,6.97,12.01,1.6,1.4,1.5,0.077,5.876,4200,3200,70(좋음),서울시보건환경연구원
홍제천c,지천,20220201,4.1,8.64,11.62,3.5,1.8,0.7,0.04,9.49,300,63,88(좋음),서울시보건환경연구원
홍제천d,지천,20220201,7,8.78,13.56,2,1.1,0.2,0.03,4.1,2800,710,75(좋음),서울시보건환경연구원
화계천,지천,20220201,0.4,7.94,12.46,0.7,0.9,0.2,0.01,2.43,220,15,95(매우 좋음),서울시보건환경연구원
고덕천,지천,20220201,4.3,7.79,12.39,3.4,1.7,1.7,0.14,4.75,150000,24000,70(좋음),서울시보건환경연구원
고덕천b,지천,20220201,3.2,7.9,11.1,2.7,1.8,1.3,0.09,3.97,77000,26000,70(좋음),서울시보건환경연구원
구의,한강본류,20220201,2.2,8.6,14.3,1.4,2.2,6.5,0.02,2.96,21,9,,한강물환경 연구소
노량진,한강본류,20220201,2.6,7.8,13,1.6,3.2,3.4,0.04,5.86,283,73,,한강물환경 연구소
당현천,지천,20220201,11.19,7.88,13.9,1.4,3.1,0.8,0.02,9.84,180,110,85(좋음),서울시보건환경연구원
대동천,지천,20220201,3.9,8.18,13.08,0.4,0.4,0.1,0.01,2.54,250,10,95(매우 좋음),서울시보건환경연구원
도림천,지천,20220201,0.9,7.7,14.5,2.3,2.3,2.9,0.03,5.11,2000,100,,서울시보건환경연구원
